pokemon,move
Infernape,Stone Edge
Infernape,Thunder Punch
Infernape,Vacuum Wave
Piplup,Aqua Jet
Piplup,Brick Break
Piplup,Bubble Beam
Piplup,Drill Peck
Piplup,Hydro Pump
Piplup,Ice Beam
Piplup,Icy Wind
Piplup,Iron Tail
Piplup,Mud Slap
Piplup,Peck
Piplup,Surf
Prinplup,Aqua Jet
Prinplup,Brick Break
Prinplup,Bubble Beam
Prinplup,Bulldoze
Prinplup,Drill Peck
Prinplup,Hydro Pump
Prinplup,Ice Beam
Prinplup,Icy Wind
Prinplup,Iron Tail
Prinplup,Metal Claw
Prinplup,Mud Slap
Prinplup,Peck
Prinplup,Surf
Empoleon,Aerial Ace
Empoleon,Aqua Jet
Empoleon,Avalanche
Empoleon,Blizzard
Empoleon,Brick Break
Empoleon,Bubble Beam
Empoleon,Bulldoze
Empoleon,Drill Peck
Empoleon,Earthquake
Empoleon,Flash Cannon
Empoleon,Giga Impact
Empoleon,Hydro Pump
Empoleon,Hyper Beam
Empoleon,Ice Beam
Empoleon,Icy Wind
Empoleon,Iron Tail
Empoleon,Metal Claw
Empoleon,Mud Slap
Empoleon,Peck
Empoleon,Rock Slide
Empoleon,Rock Tomb
Empoleon,Steel Beam
Empoleon,Stone Edge
Empoleon,Surf
Empoleon,Waterfall
Starly,Aerial Ace
Starly,Air Cutter
Starly,Air Slash
Starly,Brave Bird
Starly,Heat Wave
Starly,Quick Attack
Starly,Tackle
Starly,Wing Attack
Staravia,Aerial Ace
Staravia,Air Cutter
Staravia,Air Slash
Staravia,Brave Bird
Staravia,Heat Wave
Staravia,Quick Attack
Staravia,Tackle
Staravia,Wing Attack
Staraptor,Aerial Ace
Staraptor,Air Cutter
Staraptor,Air Slash
Staraptor,Brave Bird
Staraptor,Close Combat
Staraptor,Double-Edge
Staraptor,Giga Impact
Staraptor,Heat Wave
Staraptor,Hyper Beam
Staraptor,Quick Attack
Staraptor,Tackle
Staraptor,Wing Attack
Bidoof,Aqua Tail
Bidoof,Dig
Bidoof,Double-Edge
Bidoof,Ice Beam
Bidoof,Iron Tail
Bidoof,Quick Attack
Bidoof,Rollout
Bidoof,Surf
Bidoof,Swift
Bidoof,Tackle
Bidoof,Waterfall
Bibarel,Aqua Tail
Bibarel,Avalanche
Bibarel,Body Slam
Bibarel,Dig
Bibarel,Double-Edge
Bibarel,Giga Impact
Bibarel,Hyper Beam
Bibarel,Ice Beam
Bibarel,Iron Tail
Bibarel,Quick Attack
Bibarel,Rollout
Bibarel,Surf
Bibarel,Swift
Bibarel,Tackle
Bibarel,Waterfall
Shinx,Bite
Shinx,Crunch
Shinx,Discharge
Shinx,Fire Fang
Shinx,Iron Tail
Shinx,Quick Attack
Shinx,Spark
Shinx,Tackle
Shinx,Thunder
Shinx,Thunder Shock
Shinx,Thunderbolt
Shinx,Wild Charge
Luxio,Bite
Luxio,Crunch
Luxio,Discharge
Luxio,Fire Fang
Luxio,Iron Tail
Luxio,Quick Attack
Luxio,Spark
Luxio,Tackle
Luxio,Thunder
Luxio,Thunder Shock
Luxio,Thunderbolt
Luxio,Wild Charge
Luxray,Bite
Luxray,Crunch
Luxray,Discharge
Luxray,Fire Fang
Luxray,Giga Impact
Luxray,Hyper Beam
Luxray,Iron Tail
Luxray,Quick Attack
Luxray,Snarl
Luxray,Spark
Luxray,Tackle
Luxray,Thunder
Luxray,Thunder Shock
Luxray,Thunderbolt
Luxray,Wild Charge
Roserade,Dazzling Gleam
Roserade,Disarming Voice
Roserade,Energy Ball
Roserade,Giga Drain
Roserade,Giga Impact
Roserade,Hyper Beam
Roserade,Mega Drain
Roserade,Poison Jab
Roserade,Poison Sting
Roserade,Razor Leaf
Roserade,Shadow Ball
Roserade,Sludge Bomb
Roserade,Solar Beam
Cranidos,Ancient Power
Cranidos,Bulldoze
Cranidos,Crunch
Cranidos,Dig
Cranidos,Earthquake
Cranidos,Head Smash
Cranidos,Pursuit
Cranidos,Rock Slide
Cranidos,Rock Throw
Cranidos,Rock Tomb
Cranidos,Stone Edge
Cranidos,Zen Headbutt
Rampardos,Ancient Power
Rampardos,Avalanche
Rampardos,Brick Break
Rampardos,Bulldoze
Rampardos,Crunch
Rampardos,Dig
Rampardos,Earthquake
Rampardos,Fire Punch
Rampardos,Giga Impact
Rampardos,Head Smash
Rampardos,Hyper Beam
Rampardos,Ice Punch
Rampardos,Iron Head
Rampardos,Iron Tail
Rampardos,Outrage
Rampardos,Pursuit
Rampardos,Rock Slide
Rampardos,Rock Throw
Rampardos,Rock Tomb
Rampardos,Stone Edge
Rampardos,Thunder Punch
Rampardos,Zen Headbutt
Shieldon,Ancient Power
Shieldon,Bulldoze
Shieldon,Fire Blast
Shieldon,Flamethrower
Shieldon,Flash Cannon
Shieldon,Iron Head
Shieldon,Rock Slide
Shieldon,Rock Tomb
Shieldon,Stone Edge
Shieldon,Tackle
Bastiodon,Ancient Power
Bastiodon,Bulldoze
Bastiodon,Earthquake
Bastiodon,Fire Blast
Bastiodon,Flamethrower
Bastiodon,Flash Cannon
Bastiodon,Giga Impact
Bastiodon,Hyper Beam
Bastiodon,Ice Beam
Bastiodon,Iron Head
Bastiodon,Rock Slide
Bastiodon,Rock Tomb
Bastiodon,Stone Edge
Bastiodon,Tackle
Ambipom,Aerial Ace
Ambipom,Astonish
Ambipom,Body Slam
Ambipom,Brick Break
Ambipom,Double-Edge
Ambipom,Giga Impact
Ambipom,Hyper Beam
Ambipom,Knock Off
Ambipom,Low Kick
Ambipom,Quick Attack
Ambipom,Shadow Ball
Ambipom,Shadow Claw
Ambipom,Swift
Ambipom,Thunder Punch
Buneary,Body Slam
Buneary,Dig
Buneary,Fire Punch
Buneary,Ice Beam
Buneary,Ice Punch
Buneary,Mud Slap
Buneary,Quick Attack
Buneary,Thunder Punch
Lopunny,Aerial Ace
Lopunny,Brick Break
Lopunny,Dig
Lopunny,Fire Punch
Lopunny,Giga Impact
Lopunny,Hyper Beam
Lopunny,Hyper Voice
Lopunny,Ice Beam
Lopunny,Ice Punch
Lopunny,Low Kick
Lopunny,Quick Attack
Lopunny,Thunder Punch
Honchkrow,Aerial Ace
Honchkrow,Air Cutter
Honchkrow,Air Slash
Honchkrow,Astonish
Honchkrow,Brave Bird
Honchkrow,Dark Pulse
Honchkrow,Drill Peck
Honchkrow,Foul Play
Honchkrow,Giga Impact
Honchkrow,Heat Wave
Honchkrow,Hyper Beam
Honchkrow,Night Slash
Honchkrow,Peck
Honchkrow,Pursuit
Honchkrow,Quick Attack
Honchkrow,Snarl
Honchkrow,Wing Attack
Spiritomb,Dark Pulse
Spiritomb,Dazzling Gleam
Spiritomb,Dig
Spiritomb,Foul Play
Spiritomb,Giga Impact
Spiritomb,Hex
Spiritomb,Hyper Beam
Spiritomb,Night Shade
Spiritomb,Psybeam
Spiritomb,Psychic
Spiritomb,Pursuit
Spiritomb,Shadow Ball
Spiritomb,Snarl
Gible,Bite
Gible,Bulldoze
Gible,Crunch
Gible,Dig
Gible,Draco Meteor
Gible,Dragon Breath
Gible,Dragon Claw
Gible,Dragon Pulse
Gible,Dragon Rush
Gible,Earth Power
Gible,Earthquake
Gible,Fire Blast
Gible,Fire Fang
Gible,Flamethrower
Gible,Iron Head
Gible,Iron Tail
Gible,Mud Shot
Gible,Outrage
Gible,Rock Slide
Gible,Rock Tomb
Gible,Stone Edge
Gible,Twister
Gabite,Bite
Gabite,Bulldoze
Gabite,Crunch
Gabite,Dig
Gabite,Draco Meteor
Gabite,Dragon Breath
Gabite,Dragon Claw
Gabite,Dragon Pulse
Gabite,Dragon Rush
Gabite,Earth Power
Gabite,Earthquake
Gabite,Fire Blast
Gabite,Fire Fang
Gabite,Flamethrower
Gabite,Iron Head
Gabite,Iron Tail
Gabite,Mud Shot
Gabite,Outrage
Gabite,Rock Slide
Gabite,Rock Tomb
Gabite,Stone Edge
Gabite,Twister
Garchomp,Aerial Ace
Garchomp,Aqua Tail
Garchomp,Bite
Garchomp,Brick Break
Garchomp,Bulldoze
Garchomp,Crunch
Garchomp,Dig
Garchomp,Draco Meteor
Garchomp,Dragon Claw
Garchomp,Dragon Pulse
Garchomp,Dragon Rush
Garchomp,Dragon Tail
Garchomp,Earth Power
Garchomp,Earthquake
Garchomp,Fire Blast
Garchomp,Fire Fang
Garchomp,Flamethrower
Garchomp,Giga Impact
Garchomp,Hyper Beam
Garchomp,Iron Head
Garchomp,Iron Tail
Garchomp,Mud Shot
Garchomp,Outrage
Garchomp,Poison Jab
Garchomp,Rock Slide
Garchomp,Rock Tomb
Garchomp,Stone Edge
Garchomp,Twister
Riolu,Aura Sphere
Riolu,Brick Break
Riolu,Bullet Punch
Riolu,Cross Chop
Riolu,Crunch
Riolu,Fire Punch
Riolu,Focus Blast
Riolu,Ice Punch
Riolu,Iron Tail
Riolu,Knock Off
Riolu,Low Kick
Riolu,Metal Claw
Riolu,Mud Slap
Riolu,Quick Attack
Riolu,Rock Tomb
Riolu,Tackle
Riolu,Thunder Punch
Riolu,Vacuum Wave
Lucario,Aura Sphere
Lucario,Brick Break
Lucario,Bullet Punch
Lucario,Close Combat
Lucario,Cross Chop
Lucario,Crunch
Lucario,Dark Pulse
Lucario,Dig
Lucario,Dragon Pulse
Lucario,Earthquake
Lucario,Fire Punch
Lucario,Flash Cannon
Lucario,Focus Blast
Lucario,Giga Impact
Lucario,Hyper Beam
Lucario,Ice Punch
Lucario,Iron Tail
Lucario,Knock Off
Lucario,Low Kick
Lucario,Metal Claw
Lucario,Mud Slap
Lucario,Quick Attack
Lucario,Rock Slide
Lucario,Rock Tomb
Lucario,Shadow Ball
Lucario,Shadow Claw
Lucario,Steel Beam
Lucario,Stone Edge
Lucario,Thunder Punch
Lucario,Vacuum Wave
Hippopotas,Bite
Hippopotas,Bulldoze
Hippopotas,Crunch
Hippopotas,Dig
Hippopotas,Earthquake
Hippopotas,Fire Fang
Hippopotas,Mud Bomb
Hippopotas,Mud Shot
Hippopotas,Mud Slap
Hippopotas,Rock Slide
Hippopotas,Rock Tomb
Hippopotas,Stone Edge
Hippopotas,Tackle
Hippowdon,Bite
Hippowdon,Bulldoze
Hippowdon,Crunch
Hippowdon,Dig
Hippowdon,Earthquake
Hippowdon,Fire Fang
Hippowdon,Giga Impact
Hippowdon,Hyper Beam
Hippowdon,Mud Bomb
Hippowdon,Mud Shot
Hippowdon,Mud Slap
Hippowdon,Outrage
Hippowdon,Rock Slide
Hippowdon,Rock Tomb
Hippowdon,Stone Edge
Hippowdon,Tackle
Snover,Avalanche
Snover,Blizzard
Snover,Energy Ball
Snover,Giga Drain
Snover,Ice Beam
Snover,Ice Punch
Snover,Ice Shard
Snover,Icicle Crash
Snover,Icy Wind
Snover,Mega Drain
Snover,Powder Snow
Snover,Razor Leaf
Snover,Solar Beam
Snover,Wood Hammer
Abomasnow,Avalanche
Abomasnow,Blizzard
Abomasnow,Earthquake
Abomasnow,Energy Ball
Abomasnow,Focus Blast
Abomasnow,Giga Drain
Abomasnow,Giga Impact
Abomasnow,Hyper Beam
Abomasnow,Ice Beam
Abomasnow,Ice Punch
Abomasnow,Ice Shard
Abomasnow,Icicle Crash
Abomasnow,Icy Wind
Abomasnow,Mega Drain
Abomasnow,Outrage
Abomasnow,Powder Snow
Abomasnow,Razor Leaf
Abomasnow,Rock Slide
Abomasnow,Rock Tomb
Abomasnow,Solar Beam
Abomasnow,Stone Edge
Abomasnow,Wood Hammer
Weavile,Aerial Ace
Weavile,Avalanche
Weavile,Bite
Weavile,Blizzard
Weavile,Brick Break
Weavile,Crunch
Weavile,Dark Pulse
Weavile,Foul Play
Weavile,Fury Cutter
Weavile,Ice Beam
Weavile,Ice Punch
Weavile,Ice Shard
Weavile,Icicle Crash
Weavile,Icy Wind
Weavile,Knock Off
Weavile,Metal Claw
Weavile,Night Slash
Weavile,Pursuit
Weavile,Quick Attack
Weavile,Shadow Claw
Weavile,Snarl
Weavile,X-Scissor
Magnezone,Discharge
Magnezone,Flash Cannon
Magnezone,Giga Impact
Magnezone,Hyper Beam
Magnezone,Magnet Bomb
Magnezone,Mirror Shot
Magnezone,Signal Beam
Magnezone,Spark
Magnezone,Steel Beam
Magnezone,Tackle
Magnezone,Thunder
Magnezone,Thunder Punch
Magnezone,Thunder Shock
Magnezone,Thunderbolt
Magnezone,Wild Charge
Rhyperior,Avalanche
Rhyperior,Brick Break
Rhyperior,Bulldoze
Rhyperior,Crunch
Rhyperior,Dig
Rhyperior,Drill Run
Rhyperior,Earth Power
Rhyperior,Earthquake
Rhyperior,Fire Fang
Rhyperior,Fire Punch
Rhyperior,Flamethrower
Rhyperior,Giga Impact
Rhyperior,Hyper Beam
Rhyperior,Ice Punch
Rhyperior,Iron Head
Rhyperior,Iron Tail
Rhyperior,Megahorn
Rhyperior,Mud Shot
Rhyperior,Mud Slap
Rhyperior,Outrage
Rhyperior,Poison Jab
Rhyperior,Rock Slide
Rhyperior,Rock Tomb
Rhyperior,Stone Edge
Rhyperior,Surf
Rhyperior,Tackle
Rhyperior,Thunder
Rhyperior,Thunder Punch
Rhyperior,Thunderbolt
Tangrowth,Ancient Power
Tangrowth,Brick Break
Tangrowth,Bulldoze
Tangrowth,Earthquake
Tangrowth,Energy Ball
Tangrowth,Focus Blast
Tangrowth,Giga Drain
Tangrowth,Giga Impact
Tangrowth,Hyper Beam
Tangrowth,Knock Off
Tangrowth,Mega Drain
Tangrowth,Poison Jab
Tangrowth,Rock Slide
Tangrowth,Rock Tomb
Tangrowth,Sludge Bomb
Tangrowth,Solar Beam
Tangrowth,Stone Edge
Tangrowth,Vine Whip
Togekiss,Aerial Ace
Togekiss,Air Slash
Togekiss,Ancient Power
Togekiss,Aura Sphere
Togekiss,Brick Break
Togekiss,Dazzling Gleam
Togekiss,Disarming Voice
Togekiss,Fire Blast
Togekiss,Flamethrower
Togekiss,Future Sight
Togekiss,Giga Impact
Togekiss,Hyper Beam
Togekiss,Moonblast
Togekiss,Peck
Togekiss,Psybeam
Togekiss,Psychic
Togekiss,Psyshock
Togekiss,Shadow Ball
Togekiss,Signal Beam
Togekiss,Solar Beam
Togekiss,Thunder
Togekiss,Thunderbolt
Togekiss,Wing Attack
Leafeon,Bite
Leafeon,Dig
Leafeon,Energy Ball
Leafeon,Fury Cutter
Leafeon,Giga Drain
Leafeon,Giga Impact
Leafeon,Hyper Beam
Leafeon,Iron Tail
Leafeon,Leaf Blade
Leafeon,Quick Attack
Leafeon,Razor Leaf
Leafeon,Shadow Ball
Leafeon,Solar Beam
Leafeon,Tackle
Leafeon,X-Scissor
Glaceon,Avalanche
Glaceon,Bite
Glaceon,Blizzard
Glaceon,Dig
Glaceon,Giga Impact
Glaceon,Hyper Beam
Glaceon,Ice Beam
Glaceon,Ice Shard
Glaceon,Icicle Crash
Glaceon,Icy Wind
Glaceon,Iron Tail
Glaceon,Quick Attack
Glaceon,Shadow Ball
Glaceon,Signal Beam
Glaceon,Tackle
Gliscor,Aerial Ace
Gliscor,Aqua Tail
Gliscor,Brick Break
Gliscor,Dig
Gliscor,Earthquake
Gliscor,Fire Fang
Gliscor,Fury Cutter
Gliscor,Giga Impact
Gliscor,Hyper Beam
Gliscor,Knock Off
Gliscor,Metal Claw
Gliscor,Night Slash
Gliscor,Poison Jab
Gliscor,Poison Sting
Gliscor,Quick Attack
Gliscor,Rock Slide
Gliscor,Rock Tomb
Gliscor,Stone Edge
Gliscor,X-Scissor
Mamoswine,Ancient Power
Mamoswine,Avalanche
Mamoswine,Blizzard
Mamoswine,Bulldoze
Mamoswine,Crunch
Mamoswine,Dig
Mamoswine,Earthquake
Mamoswine,Giga Impact
Mamoswine,Hyper Beam
Mamoswine,Ice Beam
Mamoswine,Ice Shard
Mamoswine,Icicle Crash
Mamoswine,Icy Wind
Mamoswine,Knock Off
Mamoswine,Mud Bomb
Mamoswine,Mud Shot
Mamoswine,Mud Slap
Mamoswine,Outrage
Mamoswine,Powder Snow
Mamoswine,Rock Slide
Mamoswine,Rock Tomb
Mamoswine,Stone Edge
Porygon-Z,Discharge
Porygon-Z,Giga Impact
Porygon-Z,Hyper Beam
Porygon-Z,Ice Beam
Porygon-Z,Psybeam
Porygon-Z,Psychic
Porygon-Z,Shadow Ball
Porygon-Z,Signal Beam
Porygon-Z,Solar Beam
Porygon-Z,Tackle
Porygon-Z,Thunder
Porygon-Z,Thunder Shock
Porygon-Z,Thunderbolt
Porygon-Z,Tri Attack
Gallade,Brick Break
Gallade,Close Combat
Gallade,Confusion
Gallade,Dazzling Gleam
Gallade,Disarming Voice
Gallade,Energy Ball
Gallade,Fire Punch
Gallade,Focus Blast
Gallade,Future Sight
Gallade,Giga Impact
Gallade,Hyper Beam
Gallade,Ice Punch
Gallade,Knock Off
Gallade,Leaf Blade
Gallade,Low Kick
Gallade,Night Slash
Gallade,Psybeam
Gallade,Psychic
Gallade,Psycho Cut
Gallade,Psyshock
Gallade,Rock Slide
Gallade,Rock Tomb
Gallade,Shadow Ball
Gallade,Shadow Claw
Gallade,Signal Beam
Gallade,Stone Edge
Gallade,Thunder Punch
Gallade,Vacuum Wave
Gallade,X-Scissor
Gallade,Zen Headbutt
Dusknoir,Astonish
Dusknoir,Brick Break
Dusknoir,Bulldoze
Dusknoir,Dark Pulse
Dusknoir,Dig
Dusknoir,Earthquake
Dusknoir,Fire Punch
Dusknoir,Focus Blast
Dusknoir,Future Sight
Dusknoir,Giga Impact
Dusknoir,Hex
Dusknoir,Hyper Beam
Dusknoir,Ice Beam
Dusknoir,Ice Punch
Dusknoir,Night Shade
Dusknoir,Psychic
Dusknoir,Pursuit
Dusknoir,Rock Slide
Dusknoir,Rock Tomb
Dusknoir,Shadow Ball
Dusknoir,Shadow Punch
Dusknoir,Thunder
Dusknoir,Thunder Punch
Dusknoir,Thunderbolt
Froslass,Astonish
Froslass,Avalanche
Froslass,Blizzard
Froslass,Crunch
Froslass,Dark Pulse
Froslass,Draining Kiss
Froslass,Giga Impact
Froslass,Hex
Froslass,Hyper Beam
Froslass,Ice Beam
Froslass,Ice Shard
Froslass,Icicle Crash
Froslass,Icy Wind
Froslass,Powder Snow
Froslass,Psychic
Froslass,Shadow Ball
Froslass,Signal Beam
Froslass,Thunder
Froslass,Thunderbolt
Uxie,Confusion
Uxie,Dark Pulse
Uxie,Dazzling Gleam
Uxie,Dig
Uxie,Energy Ball
Uxie,Fire Punch
Uxie,Future Sight
Uxie,Giga Impact
Uxie,Hyper Beam
Uxie,Ice Punch
Uxie,Knock Off
Uxie,Psybeam
Uxie,Psychic
Uxie,Psyshock
Uxie,Shadow Ball
Uxie,Signal Beam
Uxie,Thunder
Uxie,Thunder Punch
Uxie,Thunderbolt
Uxie,Zen Headbutt
Mesprit,Confusion
Mesprit,Dazzling Gleam
Mesprit,Dig
Mesprit,Energy Ball
Mesprit,Fire Punch
Mesprit,Future Sight
Mesprit,Giga Impact
Mesprit,Hyper Beam
Mesprit,Ice Beam
Mesprit,Ice Punch
Mesprit,Knock Off
Mesprit,Psybeam
Mesprit,Psychic
Mesprit,Psyshock
Mesprit,Shadow Ball
Mesprit,Signal Beam
Mesprit,Thunder
Mesprit,Thunder Punch
Mesprit,Thunderbolt
Mesprit,Zen Headbutt
Azelf,Confusion
Azelf,Dark Pulse
Azelf,Dazzling Gleam
Azelf,Dig
Azelf,Energy Ball
Azelf,Fire Blast
Azelf,Fire Punch
Azelf,Flamethrower
Azelf,Future Sight
Azelf,Giga Impact
Azelf,Hyper Beam
Azelf,Ice Beam
Azelf,Ice Punch
Azelf,Knock Off
Azelf,Psybeam
Azelf,Psychic
Azelf,Psycho Cut
Azelf,Psyshock
Azelf,Shadow Ball
Azelf,Signal Beam
Azelf,Thunder
Azelf,Thunder Punch
Azelf,Thunderbolt
Azelf,Zen Headbutt
Dialga,Ancient Power
Dialga,Aura Sphere
Dialga,Bulldoze
Dialga,Draco Meteor
Dialga,Dragon Breath
Dialga,Dragon Claw
Dialga,Dragon Pulse
Dialga,Earth Power
Dialga,Earthquake
Dialga,Fire Blast
Dialga,Flamethrower
Dialga,Flash Cannon
Dialga,Giga Impact
Dialga,Hyper Beam
Dialga,Ice Beam
Dialga,Iron Head
Dialga,Iron Tail
Dialga,Metal Claw
Dialga,Outrage
Dialga,Power Gem
Dialga,Rock Slide
Dialga,Rock Tomb
Dialga,Stone Edge
Dialga,Surf
Dialga,Thunder
Dialga,Thunderbolt
Palkia,Ancient Power
Palkia,Aqua Tail
Palkia,Aura Sphere
Palkia,Avalanche
Palkia,Blizzard
Palkia,Bulldoze
Palkia,Draco Meteor
Palkia,Dragon Breath
Palkia,Dragon Claw
Palkia,Dragon Pulse
Palkia,Earth Power
Palkia,Earthquake
Palkia,Fire Blast
Palkia,Flamethrower
Palkia,Focus Blast
Palkia,Giga Impact
Palkia,Hydro Pump
Palkia,Hyper Beam
Palkia,Ice Beam
Palkia,Outrage
Palkia,Power Gem
Palkia,Rock Slide
Palkia,Rock Tomb
Palkia,Stone Edge
Palkia,Surf
Palkia,Thunder
Palkia,Thunderbolt
Palkia,Waterfall
Heatran,Ancient Power
Heatran,Bug Bite
Heatran,Bulldoze
Heatran,Crunch
Heatran,Dark Pulse
Heatran,Dig
Heatran,Dragon Pulse
Heatran,Earth Power
Heatran,Earthquake
Heatran,Fire Blast
Heatran,Fire Fang
Heatran,Flamethrower
Heatran,Flash Cannon
Heatran,Giga Impact
Heatran,Heat Wave
Heatran,Hyper Beam
Heatran,Iron Head
Heatran,Iron Tail
Heatran,Metal Claw
Heatran,Mud Slap
Heatran,Rock Slide
Heatran,Rock Tomb
Heatran,Solar Beam
Heatran,Steel Beam
Heatran,Stone Edge
Regigigas,Avalanche
Regigigas,Body Slam
Regigigas,Brick Break
Regigigas,Bulldoze
Regigigas,Earthquake
Regigigas,Fire Punch
Regigigas,Giga Impact
Regigigas,Hyper Beam
Regigigas,Ice Punch
Regigigas,Iron Head
Regigigas,Knock Off
Regigigas,Mud Slap
Regigigas,Rock Slide
Regigigas,Rock Tomb
Regigigas,Stone Edge
Regigigas,Thunder
Regigigas,Thunder Punch
Regigigas,Thunderbolt
Regigigas,Zen Headbutt
Giratina (Altered),Ancient Power
Giratina (Altered),Aura Sphere
Giratina (Altered),Bulldoze
Giratina (Altered),Dark Pulse
Giratina (Altered),Draco Meteor
Giratina (Altered),Dragon Breath
Giratina (Altered),Dragon Claw
Giratina (Altered),Dragon Pulse
Giratina (Altered),Dragon Tail
Giratina (Altered),Earth Power
Giratina (Altered),Earthquake
Giratina (Altered),Giga Impact
Giratina (Altered),Hex
Giratina (Altered),Hyper Beam
Giratina (Altered),Ice Beam
Giratina (Altered),Outrage
Giratina (Altered),Phantom Force
Giratina (Altered),Power Gem
Giratina (Altered),Psychic
Giratina (Altered),Rock Slide
Giratina (Altered),Rock Tomb
Giratina (Altered),Shadow Ball
Giratina (Altered),Shadow Claw
Giratina (Altered),Stone Edge
Giratina (Altered),Surf
Giratina (Altered),Thunder
Giratina (Altered),Thunderbolt
Giratina (Origin),Ancient Power
Giratina (Origin),Aura Sphere
Giratina (Origin),Bulldoze
Giratina (Origin),Dark Pulse
Giratina (Origin),Draco Meteor
Giratina (Origin),Dragon Breath
Giratina (Origin),Dragon Claw
Giratina (Origin),Dragon Pulse
Giratina (Origin),Dragon Tail
Giratina (Origin),Earth Power
Giratina (Origin),Earthquake
Giratina (Origin),Giga Impact
Giratina (Origin),Hex
Giratina (Origin),Hyper Beam
Giratina (Origin),Ice Beam
Giratina (Origin),Outrage
Giratina (Origin),Phantom Force
Giratina (Origin),Power Gem
Giratina (Origin),Psychic
Giratina (Origin),Rock Slide
Giratina (Origin),Rock Tomb
Giratina (Origin),Shadow Ball
Giratina (Origin),Shadow Claw
Giratina (Origin),Stone Edge
Giratina (Origin),Thunder
Giratina (Origin),Thunderbolt
Cresselia,Confusion
Cresselia,Dazzling Gleam
Cresselia,Energy Ball
Cresselia,Future Sight
Cresselia,Giga Impact
Cresselia,Hyper Beam
Cresselia,Ice Beam
Cresselia,Moonblast
Cresselia,Psybeam
Cresselia,Psychic
Cresselia,Psycho Cut
Cresselia,Psyshock
Cresselia,Shadow Ball
Cresselia,Signal Beam
Cresselia,Thunder
Cresselia,Thunderbolt
Cresselia,Twister
Cresselia,Zen Headbutt
Manaphy,Blizzard
Manaphy,Bubble Beam
Manaphy,Energy Ball
Manaphy,Giga Impact
Manaphy,Hyper Beam
Manaphy,Ice Beam
Manaphy,Icy Wind
Manaphy,Iron Tail
Manaphy,Psychic
Manaphy,Shadow Ball
Manaphy,Signal Beam
Manaphy,Surf
Manaphy,Tackle
Manaphy,Waterfall
Darkrai,Dark Pulse
Darkrai,Dazzling Gleam
Darkrai,Focus Blast
Darkrai,Foul Play
Darkrai,Giga Impact
Darkrai,Hyper Beam
Darkrai,Ice Beam
Darkrai,Knock Off
Darkrai,Psychic
Darkrai,Pursuit
Darkrai,Quick Attack
Darkrai,Rock Slide
Darkrai,Rock Tomb
Darkrai,Shadow Ball
Darkrai,Shadow Claw
Darkrai,Snarl
Darkrai,Thunder
Darkrai,Thunderbolt
Arceus,Aerial Ace
Arceus,Ancient Power
Arceus,Aqua Tail
Arceus,Aura Sphere
Arceus,Avalanche
Arceus,Blizzard
Arceus,Body Slam
Arceus,Brick Break
Arceus,Bulldoze
Arceus,Close Combat
Arceus,Confusion
Arceus,Dark Pulse
Arceus,Dazzling Gleam
Arceus,Draco Meteor
Arceus,Dragon Claw
Arceus,Dragon Pulse
Arceus,Dragon Tail
Arceus,Earth Power
Arceus,Earthquake
Arceus,Energy Ball
Arceus,Fire Blast
Arceus,Flamethrower
Arceus,Flash Cannon
Arceus,Focus Blast
Arceus,Future Sight
Arceus,Giga Impact
Arceus,Heat Wave
Arceus,Hyper Beam
Arceus,Hyper Voice
Arceus,Ice Beam
Arceus,Iron Head
Arceus,Iron Tail
Arceus,Knock Off
Arceus,Mud Slap
Arceus,Outrage
Arceus,Poison Jab
Arceus,Power Gem
Arceus,Psychic
Arceus,Psyshock
Arceus,Rock Slide
Arceus,Rock Tomb
Arceus,Shadow Ball
Arceus,Shadow Claw
Arceus,Signal Beam
Arceus,Solar Beam
Arceus,Stone Edge
Arceus,Surf
Arceus,Swift
Arceus,Thunder
Arceus,Thunderbolt
Arceus,Twister
Arceus,Waterfall
Arceus,Zen Headbutt
Victini,Aerial Ace
Victini,Brick Break
Victini,Bulldoze
Victini,Confusion
Victini,Dazzling Gleam
Victini,Dig
Victini,Energy Ball
Victini,Fire Blast
Victini,Fire Punch
Victini,Flamethrower
Victini,Flare Blitz
Victini,Focus Blast
Victini,Giga Impact
Victini,Heat Wave
Victini,Hyper Beam
Victini,Ice Beam
Victini,Ice Punch
Victini,Knock Off
Victini,Psybeam
Victini,Psychic
Victini,Psyshock
Victini,Quick Attack
Victini,Shadow Ball
Victini,Signal Beam
Victini,Solar Beam
Victini,Thunder
Victini,Thunder Punch
Victini,Thunderbolt
Victini,Wild Charge
Victini,Zen Headbutt
Snivy,Aerial Ace
Snivy,Energy Ball
Snivy,Giga Drain
Snivy,Iron Tail
Snivy,Leaf Blade
Snivy,Mega Drain
Snivy,Pursuit
Snivy,Solar Beam
Snivy,Tackle
Snivy,Vine Whip
Servine,Aerial Ace
Servine,Energy Ball
Servine,Giga Drain
Servine,Iron Tail
Servine,Leaf Blade
Servine,Mega Drain
Servine,Pursuit
Servine,Solar Beam
Servine,Tackle
Servine,Vine Whip
Serperior,Aerial Ace
Serperior,Dragon Pulse
Serperior,Dragon Tail
Serperior,Energy Ball
Serperior,Giga Drain
Serperior,Giga Impact
Serperior,Hyper Beam
Serperior,Iron Tail
Serperior,Leaf Blade
Serperior,Mega Drain
Serperior,Outrage
Serperior,Pursuit
Serperior,Solar Beam
Serperior,Tackle
